record_id,province,district,ds_division,safe_zone_id,safe_zone_name,camp_id,camp_name,latitude,longitude,population,children_count,elderly_count,food_available,water_available,medicine_available,sanitary_available,distance_from_distribution_center,camp_capacity,road_access_status,nearest_distribution_center,camp_priority,food_priority,water_priority,medicine_priority,sanitary_priority,human_error_flag,human_error_type
PF-RD-00094,Southern,Galle,Galle Four Gravets,SZ-0015,Galle Four Gravets Temple Hall Safe Zone,CAMP-00094,Galle Four Gravets Relief Camp 094,6.045731,80.292051,94,18,6,86,921,11,23,4.4,141,Good,Galle Army Relief Point,Low,Low,Medium,Medium,Medium,No,None
PF-RD-00095,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-00095,Thambuttegama Relief Camp 095,8.289326,80.506196,299,62,31,174,3753,43,34,25.9,547,Limited,Anuradhapura District Relief Warehouse,Medium,Medium,Medium,Medium,High,No,None
PF-RD-00096,Eastern,Batticaloa,Batticaloa,SZ-0032,Batticaloa Training Centre Safe Zone,CAMP-00096,Batticaloa Relief Camp 096,7.656978,81.752395,612,233,36,697,11525,133,248,4.4,799,Good,Batticaloa District Relief Warehouse,Low,Low,Low,High,Medium,No,None
PF-RD-00097,Eastern,Batticaloa,Batticaloa,SZ-0033,Batticaloa Maha Vidyalaya Safe Zone,CAMP-00097,Batticaloa Relief Camp 097,7.711875,81.684532,30,7,3,19,580,6,7,4.3,35,Good,Batticaloa DMC Coordination Centre,Low,Medium,Low,Medium,Medium,No,None
PF-RD-00098,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-00098,Beruwala Relief Camp 098,6.676819,80.040159,321,84,46,328,793,70,82,31.0,659,Limited,Kalutara GN Division Collection Hub,Medium,Low,High,Medium,Medium,No,None
PF-RD-00099,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-00099,Homagama Relief Camp 099,6.943617,79.850777,93,18,8,74,1497,10,30,8.3,154,Good,Colombo Pradeshiya Sabha Stores,Low,Medium,Low,Medium,Medium,No,None
PF-RD-00100,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-00100,Ratnapura Relief Camp 100,6.591603,80.369445,688,170,104,278,2610,97,75,19.7,1468,Blocked,Ratnapura Army Relief Point,High,High,High,Medium,High,No,None
PF-RD-00101,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-00101,Negombo Relief Camp 101,7.125578,80.011834,688,217,79,680,10571,145,338,14.2,1177,Good,Gampaha District Secretariat Stores,Medium,Low,Low,High,Medium,No,None
PF-RD-00102,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-00102,Wattala Relief Camp 102,7.100905,79.946347,640,176,59,344,4555,81,300,2.7,748,Good,Gampaha GN Division Collection Hub,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-00103,North Central,Anuradhapura,Kekirawa,SZ-0051,Kekirawa Central College Safe Zone,CAMP-00103,Kekirawa Relief Camp 103,8.307908,80.450512,249,49,48,70,1853,10,105,13.2,284,Good,Anuradhapura District Relief Warehouse,Medium,High,Medium,High,Low,No,None
PF-RD-00104,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-00104,Beruwala Relief Camp 104,6.663602,80.028125,142,30,18,172,2870,22,28,13.2,223,Good,Kalutara GN Division Collection Hub,Low,Low,Low,Medium,Medium,No,None
PF-RD-00105,Uva,Badulla,Badulla,SZ-0067,Badulla Training Centre Safe Zone,CAMP-00105,Badulla Relief Camp 105,6.941404,81.074299,988,123,212,873,11639,130,278,3.2,1261,Good,Badulla GN Division Collection Hub,Medium,Low,Medium,Medium,High,No,None
PF-RD-00106,North Western,Kurunegala,Kuliyapitiya,SZ-0056,Kuliyapitiya Central College Safe Zone,CAMP-00106,Kuliyapitiya Relief Camp 106,7.496864,80.360412,131,36,9,106,1454,16,36,19.1,274,Good,Kurunegala District Relief Warehouse,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-00107,Northern,Jaffna,Karainagar,SZ-0022,Karainagar Primary School Safe Zone,CAMP-00107,Karainagar Relief Camp 107,9.705924,79.996738,342,68,23,206,4973,76,93,18.5,748,Good,Jaffna District Relief Warehouse,Low,Medium,Low,Low,Medium,No,None
PF-RD-00108,Central,Kandy,Akurana,SZ-0044,Akurana Central College Safe Zone,CAMP-00108,Akurana Relief Camp 108,7.206257,80.701328,136,35,5,150,513,33,34,17.3,127,Good,Kandy GN Division Collection Hub,Medium,Low,High,Low,Medium,No,None
PF-RD-00109,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-00109,Pottuvil Relief Camp 109,7.29391,81.673702,293,88,34,330,1456,40,54,22.8,527,Good,Ampara DMC Coordination Centre,Medium,Low,High,Medium,Medium,No,None
PF-RD-00110,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-00110,Manmunai North Relief Camp 110,7.714106,81.731759,121,34,4,66,1278,10,10,11.0,249,Good,Batticaloa District Secretariat Stores,Medium,Medium,Medium,Medium,High,No,None
PF-RD-00111,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-00111,Negombo Relief Camp 111,7.12299,80.023454,491,161,63,545,2791,69,249,5.2,933,Good,Gampaha District Secretariat Stores,Medium,Low,High,High,Medium,No,None
PF-RD-00112,Southern,Matara,Weligama,SZ-0016,Weligama Temple Hall Safe Zone,CAMP-00112,Weligama Relief Camp 112,5.947836,80.619519,174,34,26,84,831,30,67,6.7,247,Limited,Matara Army Relief Point,Medium,Medium,High,Medium,Low,No,None
PF-RD-00113,Northern,Jaffna,Karainagar,SZ-0022,Karainagar Primary School Safe Zone,CAMP-00113,Karainagar Relief Camp 113,9.684415,80.004686,238,51,36,99,1496,10,22,10.7,503,Blocked,Jaffna District Relief Warehouse,High,High,High,High,High,No,None
PF-RD-00114,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-00114,Kattankudy Relief Camp 114,7.695172,81.762407,210,57,14,133,1905,37,74,30.3,431,Good,Batticaloa Pradeshiya Sabha Stores,Medium,Medium,Medium,Medium,Low,No,None
PF-RD-00115,Northern,Kilinochchi,Poonakary,SZ-0024,Poonakary Divisional Secretariat Hall Safe Zone,CAMP-00115,Poonakary Relief Camp 115,9.341424,80.379705,150,27,22,67,2171,30,33,36.6,252,Limited,Kilinochchi Army Relief Point,Medium,High,Low,Medium,Medium,No,None
PF-RD-00116,Eastern,Batticaloa,Batticaloa,SZ-0033,Batticaloa Maha Vidyalaya Safe Zone,CAMP-00116,Batticaloa Relief Camp 116,7.711064,81.678707,237,36,29,278,4406,38,73,7.2,410,Good,Batticaloa DMC Coordination Centre,Low,Low,Low,Low,Medium,No,None
PF-RD-00117,Northern,Mannar,Musali,SZ-0026,Musali Primary School Safe Zone,CAMP-00117,Musali Relief Camp 117,9.029521,79.833002,511,107,65,177,2676,44,42,3.5,1087,Good,Mannar District Relief Warehouse,Medium,High,High,Medium,High,No,None
PF-RD-00118,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-00118,Hingurakgoda Relief Camp 118,7.913651,80.992945,590,108,76,421,3674,28,280,27.0,951,Good,Polonnaruwa DMC Coordination Centre,Medium,Medium,High,High,Medium,No,None
PF-RD-00119,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-00119,Hikkaduwa Relief Camp 119,6.037583,80.285187,110,20,7,76,1745,20,13,13.1,158,Good,Galle DMC Coordination Centre,Low,Medium,Low,Low,High,No,None
PF-RD-00120,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-00120,Elpitiya Relief Camp 120,6.094364,80.117941,134,51,14,68,2052,32,43,10.1,287,Limited,Galle Pradeshiya Sabha Stores,Medium,Medium,Low,High,Medium,No,None
PF-RD-00121,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-00121,Kolonnawa Relief Camp 121,6.982391,79.833786,1070,301,87,1031,17519,189,396,3.0,1690,Good,Colombo District Relief Warehouse,Low,Low,Low,Medium,High,No,None
PF-RD-00122,Eastern,Trincomalee,Kantale,SZ-0040,Kantale Training Centre Safe Zone,CAMP-00122,Kantale Relief Camp 122,8.634613,81.192445,514,127,75,452,4138,38,214,17.0,817,Limited,Trincomalee DMC Coordination Centre,Medium,Low,Medium,High,Medium,No,None
PF-RD-00123,Southern,Hambantota,Tissamaharama,SZ-0019,Tissamaharama Public Ground Safe Zone,CAMP-00123,Tissamaharama Relief Camp 123,6.096047,81.095354,627,97,105,258,5612,115,165,12.1,1094,Good,Hambantota GN Division Collection Hub,Medium,High,Medium,Medium,Medium,No,None
PF-RD-00124,Eastern,Batticaloa,Batticaloa,SZ-0032,Batticaloa Training Centre Safe Zone,CAMP-00124,Batticaloa Relief Camp 124,7.635333,81.735694,183,21,10,83,3464,26,41,10.1,380,Good,Batticaloa District Relief Warehouse,Low,Medium,Low,Low,Medium,No,None
PF-RD-00125,Uva,Badulla,Badulla,SZ-0067,Badulla Training Centre Safe Zone,CAMP-00125,Badulla Relief Camp 125,6.962366,81.089219,85,32,4,61,777,12,33,35.0,153,Limited,Badulla GN Division Collection Hub,Medium,Medium,Medium,Medium,Low,No,None
PF-RD-00126,Northern,Mullaitivu,Maritimepattu,SZ-0029,Maritimepattu Sports Complex Safe Zone,CAMP-00126,Maritimepattu Relief Camp 126,9.275904,80.824876,56,12,5,25,319,11,20,26.8,115,Good,Mullaitivu District Relief Warehouse,Medium,High,High,Medium,Low,No,None
PF-RD-00127,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-00127,Beruwala Relief Camp 127,6.66633,79.941781,476,115,43,551,6655,101,79,6.8,723,Good,Kalutara DMC Coordination Centre,Low,Low,Low,Medium,High,No,None
PF-RD-00128,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-00128,Akkaraipattu Relief Camp 128,7.32375,81.647447,316,58,12,351,3220,20,130,8.3,356,Good,Ampara District Secretariat Stores,Medium,Low,Medium,High,Low,No,None
PF-RD-00129,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-00129,Pottuvil Relief Camp 129,7.298469,81.679534,244,51,19,149,1342,54,27,12.4,228,Good,Ampara DMC Coordination Centre,Medium,Medium,High,Low,High,No,None
PF-RD-00130,Northern,Kilinochchi,Pachchilaipalli,SZ-0025,Pachchilaipalli Cooperative Hall Safe Zone,CAMP-00130,Pachchilaipalli Relief Camp 130,9.39649,80.365995,656,179,114,490,7579,88,74,8.8,1107,Limited,Kilinochchi District Secretariat Stores,Medium,Medium,Medium,High,High,No,None
PF-RD-00131,Northern,Kilinochchi,Pachchilaipalli,SZ-0025,Pachchilaipalli Cooperative Hall Safe Zone,CAMP-00131,Pachchilaipalli Relief Camp 131,9.387416,80.385384,154,36,17,46,964,15,27,4.7,203,Limited,Kilinochchi District Secretariat Stores,Medium,High,High,Medium,Medium,No,None
PF-RD-00132,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-00132,Anamaduwa Relief Camp 132,7.980964,79.881848,400,81,73,502,5674,19,125,12.4,553,Good,Puttalam GN Division Collection Hub,Low,Low,Low,High,Medium,No,None
PF-RD-00133,Southern,Hambantota,Tangalle,SZ-0020,Tangalle Public Ground Safe Zone,CAMP-00133,Tangalle Relief Camp 133,6.213362,81.154064,372,104,47,179,6377,69,36,11.6,711,Good,Hambantota GN Division Collection Hub,Medium,Medium,Low,Medium,High,No,None
PF-RD-00134,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-00134,Wattala Relief Camp 134,7.020426,79.986703,739,133,82,274,6728,69,310,40.0,1116,Good,Gampaha District Relief Warehouse,Medium,High,Medium,Medium,High,No,None
PF-RD-00135,North Central,Polonnaruwa,Medirigiriya,SZ-0052,Medirigiriya Cooperative Hall Safe Zone,CAMP-00135,Medirigiriya Relief Camp 135,7.846508,81.047909,207,28,19,172,1354,22,31,27.7,416,Good,Polonnaruwa DMC Coordination Centre,Medium,Medium,High,Medium,High,No,None
PF-RD-00136,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-00136,Negombo Relief Camp 136,7.127001,80.021422,129,40,25,45,686,19,60,8.5,243,Good,Gampaha District Secretariat Stores,Medium,High,High,High,Low,No,None
PF-RD-00137,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-00137,Beruwala Relief Camp 137,6.665187,80.035031,58,15,12,51,150,14,24,15.9,84,Limited,Kalutara GN Division Collection Hub,Medium,Low,High,High,Low,No,None
PF-RD-00138,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-00138,Pottuvil Relief Camp 138,7.290429,81.674452,222,41,24,167,513,8,,40.0,474,Limited,Ampara DMC Coordination Centre,High,Medium,High,High,Medium,Yes,missing_resource_value
PF-RD-00139,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-00139,Kurunegala Relief Camp 139,7.487897,80.356204,92,28,12,94,400,24,20,26.0,197,Good,Kurunegala DMC Coordination Centre,Medium,Low,High,High,Medium,No,None
PF-RD-00140,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-00140,Hingurakgoda Relief Camp 140,7.915056,80.993916,693,129,52,851,8549,130,66,18.7,1482,Good,Polonnaruwa DMC Coordination Centre,Low,Low,Medium,Low,High,No,None
PF-RD-00141,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-00141,Kegalle Relief Camp 141,7.298541,80.29677,496,145,118,112,7963,47,70,4.5,1085,Limited,Kegalle District Relief Warehouse,Medium,High,Low,High,High,No,None
PF-RD-00142,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-00142,Kolonnawa Relief Camp 142,6.990882,79.818426,88,12,4,33,890,6,29,2.7,147,Good,Colombo District Relief Warehouse,Medium,High,Medium,High,Low,No,None
PF-RD-00143,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Saf Zone,CAMP-00143,Negombo Relief Camp 143,7.13445,80.015577,194,12,23,48,3018,6,53,5.4,312,Good,Gampaha District Secretariat Stores,Medium,High,Low,High,Medium,Yes,text_spelling_error
PF-RD-00144,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-00144,Hikkaduwa Relief Camp 144,6.051909,80.285228,36,10,5,4,355,4,2,10.0,37,Blocked,Galle DMC Coordination Centre,High,High,Medium,Medium,High,No,None
PF-RD-00145,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-00145,Chavakachcheri Relief Camp 145,9.654393,80.121187,201,58,10,147,2622,24,15,16.3,414,Good,Jaffna District Secretariat Stores,Medium,Medium,Low,Medium,High,No,None
PF-RD-00146,Southern,Matara,Akuressa,SZ-0017,Akuressa Divisional Secretariat Hall Safe Zone,CAMP-00146,Akuressa Relief Camp 146,5.981183,80.522087,1176,317,79,347,6577,244,226,4.3,2192,Limited,Matara District Relief Warehouse,High,High,High,Medium,High,No,None
PF-RD-00147,Eastern,Batticaloa,Batticaloa,SZ-0033,Batticaloa Maha Vidyalaya Safe Zone,CAMP-00147,Batticaloa Relief Camp 147,7.700344,81.667091,422,80,13,133,6399,65,136,5.6,797,Good,Batticaloa DMC Coordination Centre,Low,High,Low,Low,Medium,No,None
PF-RD-00148,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-00148,Kegalle Relief Camp 148,7.316912,80.314389,249,39,18,192,828,40,99,8.4,192,Good,Kegalle District Relief Warehouse,Medium,Medium,High,Low,Low,No,None
PF-RD-00149,Northern,Kilinochchi,Pachchilaipalli,SZ-0025,Pachchilaipalli Cooperative Hall Safe Zone,CAMP-00149,Pachchilaipalli Relief Camp 149,9.392176,80.380855,85,21,4,81,1263,4,31,7.7,95,Good,Kilinochchi District Secretariat Stores,Low,Low,Low,High,Low,No,None
PF-RD-00150,Northern,Mannar,Musali,SZ-0026,Musali Primary School Safe Zone,CAMP-00150,Musali Relief Camp 150,9.030872,79.827475,383,68,35,84,2339,50,124,8.2,758,Good,Mannar District Relief Warehouse,Medium,High,High,Medium,Medium,No,None
PF-RD-00151,Northern,Kilinochchi,Pachchilaipalli,SZ-0025,Pachchilaipalli Cooperative Hall Safe Zone,CAMP-00151,Pachchilaipalli Relief Camp 151,9.381254,80.368488,78,11,7,50,1093,8,24,1.8,90,Good,Kilinochchi District Secretariat Stores,Low,Medium,Low,Medium,Medium,No,None
PF-RD-00152,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-00152,Negombo Relief Camp 152,7.129023,80.014962,495,62,68,344,3434,51,185,3.8,383,Limited,Gampaha District Secretariat Stores,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-00153,Southern,Matara,Akuressa,SZ-0017,Akuressa Divisional Secretariat Hall Safe Zone,CAMP-00153,Akuressa Relief Camp 153,5.969843,80.53688,335,120,39,149,3392,15,53,6.3,358,Good,Matara District Relief Warehouse,High,High,Medium,High,High,No,None
PF-RD-00154,Southern,Matara,Weligama,SZ-0016,Weligama Temple Hall Safe Zone,CAMP-00154,Weligama Relief Camp 154,5.995566,80.621857,738,83,103,816,4725,105,375,32.7,1369,Good,Matara Army Relief Point,Medium,Low,High,Low,High,No,None
PF-RD-00155,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-00155,Kolonnawa Relief Camp 155,6.861641,79.784021,319,87,10,414,4646,31,23,8.5,372,Good,Colombo District Relief Warehouse,Low,Low,Low,Medium,High,No,None
PF-RD-00156,Eastern,Batticaloa,Batticaloa,SZ-0032,Batticaloa Training Centre Safe Zone,CAMP-00156,Batticaloa Relief Camp 156,7.665447,81.73321,265,68,8,306,5079,37,101,12.9,505,Good,Batticaloa District Relief Warehouse,Low,Low,Low,Medium,Low,No,None
PF-RD-00157,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-00157,Thambuttegama Relief Camp 157,8.291808,80.505064,152,30,12,38,1705,7,71,7.3,187,Good,Anuradhapura District Relief Warehouse,Medium,High,Medium,High,Low,No,None
PF-RD-00158,Southern,Hambantota,Tangalle,SZ-0020,Tangalle Public Ground Safe Zone,CAMP-00158,Tangalle Relief Camp 158,6.220541,81.144859,458,91,37,326,4396,76,100,4.4,674,Good,Hambantota GN Division Collection Hub,Low,Medium,Medium,Low,Medium,No,None
PF-RD-00159,Southern,Hambantota,Tangalle,SZ-0020,Tangalle Public Ground Safe Zone,CAMP-00159,Tangalle Relief Camp 159,6.222411,81.141633,554,162,77,242,4675,74,178,14.4,675,Good,Hambantota GN Division Collection Hub,Medium,High,Medium,High,Medium,No,None
PF-RD-00160,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-00160,Anamaduwa Relief Camp 160,7.975524,79.870964,298,69,40,62,924,46,57,18.7,541,Limited,Puttalam GN Division Collection Hub,High,High,High,Medium,Medium,No,None
PF-RD-00161,North Central,Polonnaruwa,Lankapura,SZ-0053,Lankapura Community Hall Safe Zone,CAMP-00161,Lankapura Relief Camp 161,7.928053,80.960147,461,175,76,445,3644,23,170,0.5,791,Good,Polonnaruwa District Relief Warehouse,Medium,Low,Medium,High,Medium,No,None
PF-RD-00162,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-00162,Manmunai North Relief Camp 162,7.72805,81.726866,661,155,96,847,6780,28,227,5.5,963,Good,Batticaloa District Secretariat Stores,Medium,Low,Medium,High,Medium,No,None
PF-RD-00163,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-00163,Chavakachcheri Relief Camp 163,9.647963,80.123092,108,27,10,75,1027,16,43,4.6,190,Good,Jaffna District Secretariat Stores,Medium,Medium,Medium,Medium,Low,No,None
PF-RD-00164,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-00164,Ratnapura Relief Camp 164,6.617631,80.383646,38,4,5,28,455,3,13,18.8,56,Limited,Ratnapura Army Relief Point,Medium,Medium,Medium,Medium,Low,No,None
PF-RD-00165,Northern,Kilinochchi,Pachchilaipalli,SZ-0025,Pachchilaipalli Cooperative Hall Safe Zone,CAMP-00165,Pachchilaipalli Relief Camp 165,9.38599,80.37354,56,132,47,537,11218,31,128,14.9,1145,Good,Kilinochchi District Secretariat Stores,Low,Low,Low,High,Medium,Yes,population_digit_typo
PF-RD-00166,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-00166,Pottuvil Relief Camp 166,7.301736,81.6883,107,24,16,77,608,20,36,10.3,133,Good,Ampara DMC Coordination Centre,Medium,Medium,High,Medium,Medium,No,None
PF-RD-00167,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-00167,Homagama Relief Camp 167,6.929472,79.833856,293,75,14,167,1468,16,115,6.5,408,Good,Colombo Pradeshiya Sabha Stores,Medium,Medium,High,High,Low,No,None
PF-RD-00168,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-00168,Wattala Relief Camp 168,7.11133,79.942734,553,121,119,152,4203,139,117,2.2,1180,Good,Gampaha GN Division Collection Hub,Medium,High,Medium,High,Medium,No,None
PF-RD-00169,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-00169,Kolonnawa Relief Camp 169,6.867194,79.785112,279,54,25,353,2935,25,99,3.5,581,Good,Colombo District Relief Warehouse,Low,Low,Medium,Medium,Low,No,None
PF-RD-00170,Northern,Vavuniya,Vavuniya South,SZ-0030,Vavuniya South Public Ground Safe Zone,CAMP-00170,Vavuniya South Relief Camp 170,8.803632,80.477472,49,15,3,25,876,3,7,17.1,77,Good,Vavuniya GN Division Collection Hub,Medium,Medium,Low,High,High,No,None
PF-RD-00171,North Central,Polonnaruwa,Lankapura,SZ-0053,Lankapura Community Hall Safe Zone,CAMP-00171,Lankapura Relief Camp 171,7.919134,80.940463,97,32,11,25,1477,6,48,3.9,203,Good,Polonnaruwa District Relief Warehouse,Medium,High,Low,High,Low,No,None
PF-RD-00172,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-00172,Homagama Relief Camp 172,6.918153,79.862456,167,39,41,184,1152,10,66,13.3,288,Good,Colombo Pradeshiya Sabha Stores,Medium,Low,Medium,High,Low,No,None
PF-RD-00173,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-00173,Manmunai North Relief Camp 173,7.746806,81.719364,219,18,25,62,2142,9,80,3.7,367,Good,Batticaloa District Secretariat Stores,Medium,High,Medium,High,Low,No,None
PF-RD-00174,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-00174,Horana Relief Camp 174,6.51351,80.038307,310,74,44,80,4767,19,55,14.7,456,Limited,Kalutara GN Division Collection Hub,Medium,High,Low,High,Medium,No,None
PF-RD-00175,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-00175,Wattala Relief Camp 175,7.053613,80.001265,661,191,83,436,10970,60,160,4.0,1094,Good,Gampaha DMC Coordination Centre,Low,Medium,Low,Medium,Medium,No,None
PF-RD-00176,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-00176,Kolonnawa Relief Camp 176,6.84376,79.795713,273,75,22,345,1953,19,97,13.8,432,Good,Colombo District Relief Warehouse,Medium,Low,Medium,High,Low,No,None
PF-RD-00177,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-00177,Manmunai North Relief Camp 177,7.725458,81.725771,319,62,50,277,6122,12,59,5.6,335,Good,Batticaloa District Secretariat Stores,Low,Low,Low,High,Medium,No,None
